Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
2c_Hurink_rdata_38_workers.fjs;1;1000;5014.408428164271;2364.0;54.63763867624398;2.1211541574298947;432620;1152370;129600.07908248901;78099
2c_Hurink_rdata_38_workers.fjs;2;1001;4429.437783039817;2093.0;42.56865169609662;2.1163104553463055;190920;1688820;129600.37551379204;73916
2c_Hurink_rdata_38_workers.fjs;3;1002;4731.537518238283;2237.0;54.87435460532054;2.1151262933564072;628430;1223780;129600.40359306335;78273
2c_Hurink_rdata_38_workers.fjs;4;1003;3982.795939376353;1860.0;48.13405774192686;2.141288139449652;503370;1759610;129600.13485836983;72916
2c_Hurink_rdata_38_workers.fjs;5;1004;4636.553901923269;2186.0;46.55357730534119;2.121021913048156;325230;1522890;129600.49347567558;75246
2c_Hurink_rdata_38_workers.fjs;6;1005;4349.962105980815;2051.0;32.35951299610555;2.1208981501612945;314510;1559110;129601.37002587318;75210
2c_Hurink_rdata_38_workers.fjs;7;1006;4650.690334938669;2163.0;66.28722756188046;2.1501111118532914;917850;1782500;129601.37949490547;73033
2c_Hurink_rdata_38_workers.fjs;8;1007;4436.109183568387;2090.0;38.17835366031454;2.122540279219324;918140;1275150;129600.03019762039;78040
2c_Hurink_rdata_38_workers.fjs;9;1008;4552.846398820607;2148.0;53.38315263908488;2.1195746735663903;749430;1558220;129600.35539102554;75198
2c_Hurink_rdata_38_workers.fjs;10;1009;4438.004667751098;2090.0;52.29575511528655;2.123447209450286;616520;1620380;129600.01563215256;74279
